"hgnc_symbol","ensembl_gene_id","ensembl_transcript_id","chromosome_name","percentage_gc_content","entrezgene","hgnc_symbol","hgnc_transcript_name","strand","band","transcript_length"
"TCTEX1D1","ENSG00000152760","ENST00000282670","1",0.3734,200132,"TCTEX1D1","TCTEX1D1-001",1,"p31.3",2001
"TCTEX1D2","ENSG00000213123","ENST00000446494","3",0.4515,255758,"TCTEX1D2","TCTEX1D2-002",-1,"q29",800
"TCTEX1D4","ENSG00000188396","ENST00000372200","1",0.6373,343521,"TCTEX1D4","TCTEX1D4-201",-1,"p34.1",1262
"TCTN1","ENSG00000204852","ENST00000460357","12",0.4442,79600,"TCTN1","TCTN1-020",1,"q24.11",4209
"TCTN2","ENSG00000168778","ENST00000543998","12",0.4571,79867,"TCTN2","TCTN2-004",1,"q24.31",2918
"TCTN3","ENSG00000119977","ENST00000265993","10",0.3954,26123,"TCTN3","TCTN3-001",-1,"q24.1",2734
"TDG","ENSG00000139372","ENST00000392872","12",0.4065,6996,"TDG","TDG-001",1,"q23.3",3251
"TDGF1","ENSG00000241186","ENST00000296145","3",0.4333,6997,"TDGF1","TDGF1-001",1,"p21.31",2513
"TDGF1P3","ENSG00000225366","ENST00000602699","X",0.4387,6998,"TDGF1P3","TDGF1P3-002",1,"q23",2710
"TDH","ENSG00000154316","ENST00000326605","8",0.4407,157739,"TDH","TDH-201",1,"p23.1",1442
"TDO2","ENSG00000262635","ENST00000576270","HSCHR4_1_CTG12",0.3651,6999,"TDO2","TDO2-002",1,"q32.1",3139
"TDP1","ENSG00000042088","ENST00000335725","14",0.4214,55775,"TDP1","TDP1-001",1,"q32.11",3696
"TDP2","ENSG00000111802","ENST00000341060","6",0.3902,51567,"TDP2","TDP2-002",-1,"p22.3",2120
"TDRD1","ENSG00000095627","ENST00000251864","10",0.3906,56165,"TDRD1","TDRD1-201",1,"q25.3",4510
"TDRD10","ENSG00000163239","ENST00000368482","1",0.4753,126668,"TDRD10","TDRD10-005",1,"q21.3",2331
"TDRD12","ENSG00000173809","ENST00000444215","19",0.4486,91646,"TDRD12","TDRD12-001",1,"q13.11",3934
"TDRD3","ENSG00000083544","ENST00000196169","13",0.3641,81550,"TDRD3","TDRD3-201",1,"q21.2",3019
"TDRD5","ENSG00000162782","ENST00000444136","1",0.3677,163589,"TDRD5","TDRD5-201",1,"q25.2",3678
"TDRD6","ENSG00000180113","ENST00000544460","6",0.3794,221400,"TDRD6","TDRD6-201",1,"p12.3",8887
"TDRD7","ENSG00000196116","ENST00000355295","9",0.3892,23424,"TDRD7","TDRD7-001",1,"q22.33",3834
"TDRD9","ENSG00000156414","ENST00000409874","14",0.427,122402,"TDRD9","TDRD9-001",1,"q32.33",4782
"TDRG1","ENSG00000204091","ENST00000373170","6",0.4375,732253,"TDRG1","TDRG1-002",1,"p21.2",1165
"TDRKH","ENSG00000182134","ENST00000368822","1",0.4372,11022,"TDRKH","TDRKH-005",-1,"q21.3",3093
"TEAD1","ENSG00000187079","ENST00000361905","11",0.4276,7003,"TEAD1","TEAD1-202",1,"p15.3",9430
"TEAD2","ENSG00000074219","ENST00000377214","19",0.5357,8463,"TEAD2","TEAD2-002",-1,"q13.33",2440
"TEAD3","ENSG00000007866","ENST00000338863","6",0.5675,7005,"TEAD3","TEAD3-001",-1,"p21.31",2983
"TEAD4","ENSG00000197905","ENST00000359864","12",0.516,7004,"TEAD4","TEAD4-001",1,"p13.33",1690
"TEC","ENSG00000135605","ENST00000381501","4",0.4044,7006,"TEC","TEC-001",-1,"p11",3687
"TECPR1","ENSG00000205356","ENST00000447648","7",0.5622,25851,"TECPR1","TECPR1-001",-1,"q21.3",6564
"TECPR2","ENSG00000196663","ENST00000359520","14",0.4727,9895,"TECPR2","TECPR2-001",1,"q32.31",8686
"TECR","ENSG00000099797","ENST00000599646","19",0.5354,9524,"TECR","TECR-005",1,"p13.12",2899
"TECRL","ENSG00000205678","ENST00000381210","4",0.3353,253017,"TECRL","TECRL-001",-1,"q13.1",3573
"TECTA","ENSG00000109927","ENST00000392793","11",0.4411,7007,"TECTA","TECTA-001",1,"q23.3",7426
"TECTB","ENSG00000119913","ENST00000369422","10",0.4367,6975,"TECTB","TECTB-001",1,"q25.2",2713
"TEDDM1","ENSG00000203730","ENST00000367565","1",0.4548,127670,"TEDDM1","TEDDM1-001",-1,"q25.3",2500
"TEF","ENSG00000167074","ENST00000266304","22",0.5178,7008,"TEF","TEF-001",1,"q13.2",4394
"TEFM","ENSG00000172171","ENST00000580840","17",0.4317,79736,"TEFM","TEFM-004",-1,"q11.2",2109
"TEK","ENSG00000120156","ENST00000380036","9",0.4055,7010,"TEK","TEK-002",1,"p21.2",4760
"TEKT1","ENSG00000167858","ENST00000338694","17",0.4261,83659,"TEKT1","TEKT1-001",-1,"p13.1",3421
"TEKT2","ENSG00000092850","ENST00000469024","1",0.5832,27285,"TEKT2","TEKT2-002",1,"p34.3",1738
"TEKT3","ENSG00000125409","ENST00000395931","17",0.4081,64518,"TEKT3","TEKT3-007",-1,"p12",1820
"TEKT4","ENSG00000260842","ENST00000566697","HG686_PATCH",0.632,150483,"TEKT4","TEKT4-002",1,"q11.1",2212
"TEKT4P2","ENSG00000188681","ENST00000400754","21",0.4563,100233156,"TEKT4P2","TEKT4P2-201",-1,"p11.2",2180
"TEKT5","ENSG00000153060","ENST00000283025","16",0.4813,146279,"TEKT5","TEKT5-001",-1,"p13.13",1612
"TELO2","ENSG00000100726","ENST00000262319","16",0.6309,9894,"TELO2","TELO2-001",1,"p13.3",3314
"TEN1","ENSG00000257949","ENST00000397640","17",0.4923,100134934,"TEN1","TEN1-001",1,"q25.1",994
"TEN1-CDK3","ENSG00000261408","ENST00000567351","17",0.5097,100529145,"TEN1-CDK3","TEN1-CDK3-001",1,"q25.1",3897
"TENC1","ENSG00000111077","ENST00000314250","12",0.6028,23371,"TENC1","TENC1-003",1,"q13.13",5010
"TEP1","ENSG00000129566","ENST00000262715","14",0.4741,7011,"TEP1","TEP1-001",-1,"q11.2",10695
"TEPP","ENSG00000159648","ENST00000562915","16",0.5091,374739,"TEPP","TEPP-003",1,"q21",2360
"TERC","ENSG00000270141","ENST00000602385","3",0.6673,7012,"TERC","TERC-001",-1,"q26.2",541
"TERF1","ENSG00000147601","ENST00000518695","8",0.3698,7013,"TERF1","TERF1-004",1,"q21.11",3598
"TERF2","ENSG00000132604","ENST00000254942","16",0.4429,7014,"TERF2","TERF2-001",-1,"q22.1",2983
"TERF2IP","ENSG00000166848","ENST00000300086","16",0.4242,54386,"TERF2IP","TERF2IP-001",1,"q23.1",2118
"TERT","ENSG00000164362","ENST00000310581","5",0.5847,7015,"TERT","TERT-001",-1,"p15.33",4018
"TES","ENSG00000135269","ENST00000358204","7",0.3773,26136,"TES","TES-001",1,"q31.2",2782
"TESC","ENSG00000088992","ENST00000470612","12",0.514,54997,"TESC","TESC-002",-1,"q24.22",1057
"TESK1","ENSG00000107140","ENST00000336395","9",0.5875,7016,"TESK1","TESK1-001",1,"p13.3",2421
"TESK2","ENSG00000070759","ENST00000372086","1",0.4223,10420,"TESK2","TESK2-001",-1,"p34.1",3074
"TET1","ENSG00000138336","ENST00000373644","10",0.4209,80312,"TET1","TET1-001",1,"q21.3",9288
"TET2","ENSG00000168769","ENST00000513237","4",0.3629,54790,"TET2","TET2-003",1,"q24",10166
"TET3","ENSG00000187605","ENST00000409262","2",0.4613,200424,"TET3","TET3-001",1,"p13.1",10983
"TEX10","ENSG00000136891","ENST00000477648","9",0.3795,54881,"TEX10","TEX10-003",-1,"q31.1",4457
"TEX101","ENSG00000131126","ENST00000602198","19",0.4742,83639,"TEX101","TEX101-002",1,"q13.31",1446
"TEX11","ENSG00000120498","ENST00000395889","X",0.3873,56159,"TEX11","TEX11-002",-1,"q13.1",3133
"TEX12","ENSG00000150783","ENST00000280358","11",0.3684,56158,"TEX12","TEX12-001",1,"q23.1",1147
"TEX13A","ENSG00000133149","ENST00000372578","X",0.5887,56157,"TEX13A","TEX13A-001",-1,"q22.3",1379
"TEX13B","ENSG00000170925","ENST00000302917","X",0.5786,56156,"TEX13B","TEX13B-001",-1,"q22.3",1248
"TEX14","ENSG00000121101","ENST00000389934","17",0.4525,56155,"TEX14","TEX14-001",-1,"q22",4927
"TEX15","ENSG00000133863","ENST00000256246","8",0.3593,56154,"TEX15","TEX15-001",-1,"p12",10187
"TEX19","ENSG00000182459","ENST00000333437","17",0.5638,400629,"TEX19","TEX19-001",1,"q25.3",1936
"TEX2","ENSG00000136478","ENST00000258991","17",0.4358,55852,"TEX2","TEX2-002",-1,"q23.3",5232
"TEX21P","ENSG00000234911","ENST00000447107","14",0.4285,NA,"TEX21P","TEX21P-001",-1,"q23.3",1476
"TEX22","ENSG00000226174","ENST00000451127","14",0.556,647310,"TEX22","TEX22-002",1,"q32.33",2571
"TEX26","ENSG00000175664","ENST00000380473","13",0.406,122046,"TEX26","TEX26-001",1,"q12.3",1478
"TEX26-AS1","ENSG00000224743","ENST00000585870","13",0.437,100507064,"TEX26-AS1","TEX26-AS1-002",-1,"q12.3",2053
"TEX261","ENSG00000144043","ENST00000478068","2",0.5263,113419,"TEX261","TEX261-006",-1,"p13.3",3579
"TEX264","ENSG00000164081","ENST00000463857","3",0.5418,51368,"TEX264","TEX264-005",1,"p21.2",3937
"TEX28","ENSG00000185254","ENST00000369926","X",0.4972,101060234,"TEX28","TEX28-001",-1,"q28",1549
"TEX29","ENSG00000153495","ENST00000497241","13",0.505,121793,"TEX29","TEX29-001",1,"q34",835
"TEX30","ENSG00000151287","ENST00000376019","13",0.4114,93081,"TEX30","TEX30-002",-1,"q33.1",1689
"TEX33","ENSG00000185264","ENST00000405091","22",0.4736,339669,"TEX33","TEX33-003",-1,"q12.3",1149
"TEX9","ENSG00000151575","ENST00000558083","15",0.3687,374618,"TEX9","TEX9-002",1,"q21.3",4440
"TF","ENSG00000091513","ENST00000467842","3",0.4521,7018,"TF","TF-004",1,"q22.1",4602
"TFAM","ENSG00000108064","ENST00000487519","10",0.3821,7019,"TFAM","TFAM-002",1,"q21.1",5414
"TFAMP1","ENSG00000230444","ENST00000412727","7",0.3872,260341,"TFAMP1","TFAMP1-001",1,"p22.3",736
"TFAP2A","ENSG00000137203","ENST00000379613","6",0.4757,7020,"TFAP2A","TFAP2A-001",-1,"p24.3",3317
"TFAP2B","ENSG00000008196","ENST00000263046","6",0.4414,7021,"TFAP2B","TFAP2B-201",1,"p12.3",5797
"TFAP2C","ENSG00000087510","ENST00000201031","20",0.4897,7022,"TFAP2C","TFAP2C-001",1,"q13.31",2866
"TFAP2D","ENSG00000008197","ENST00000008391","6",0.3724,83741,"TFAP2D","TFAP2D-001",1,"p12.3",1711
"TFAP2E","ENSG00000116819","ENST00000373235","1",0.5253,339488,"TFAP2E","TFAP2E-001",1,"p34.3",2189
"TFAP4","ENSG00000090447","ENST00000575320","16",0.5639,7023,"TFAP4","TFAP4-003",-1,"p13.3",6491
"TFB1M","ENSG00000029639","ENST00000367166","6",0.3835,51106,"TFB1M","TFB1M-001",-1,"q25.3",1424
"TFB2M","ENSG00000162851","ENST00000366514","1",0.4196,64216,"TFB2M","TFB2M-001",-1,"q44",1848
"TFCP2","ENSG00000135457","ENST00000307660","12",0.4195,7024,"TFCP2","TFCP2-201",-1,"q13.13",3562
"TFCP2L1","ENSG00000115112","ENST00000263707","2",0.4853,29842,"TFCP2L1","TFCP2L1-001",-1,"q14.2",9292
"TFDP1","ENSG00000198176","ENST00000375370","13",0.5335,7027,"TFDP1","TFDP1-001",1,"q34",2648
"TFDP2","ENSG00000114126","ENST00000499676","3",0.3989,7029,"TFDP2","TFDP2-204",-1,"q23",9911
"TFDP3","ENSG00000183434","ENST00000310125","X",0.475,51270,"TFDP3","TFDP3-001",-1,"q26.2",1680
"TFE3","ENSG00000068323","ENST00000315869","X",0.5252,7030,"TFE3","TFE3-001",-1,"p11.23",3415
"TFEB","ENSG00000112561","ENST00000394283","6",0.5414,7942,"TFEB","TFEB-004",-1,"p21.1",2595
"TFEC","ENSG00000105967","ENST00000265440","7",0.35,22797,"TFEC","TFEC-001",-1,"q31.2",6628
"TFF1","ENSG00000160182","ENST00000291527","21",0.5381,7031,"TFF1","TFF1-001",-1,"q22.3",551
"TFF2","ENSG00000160181","ENST00000291526","21",0.5358,7032,"TFF2","TFF2-001",-1,"q22.3",737
"TFF3","ENSG00000160180","ENST00000518498","21",0.5443,7033,"TFF3","TFF3-001",-1,"q22.3",1109
"TFG","ENSG00000114354","ENST00000481203","3",0.3638,10342,"TFG","TFG-005",1,"q12.2",3271
"TFIP11","ENSG00000100109","ENST00000407690","22",0.4489,24144,"TFIP11","TFIP11-002",-1,"q12.1",3586
"TFPI","ENSG00000003436","ENST00000481132","2",0.366,7035,"TFPI","TFPI-010",-1,"q32.1",7690
"TFPI2","ENSG00000105825","ENST00000222543","7",0.3934,7980,"TFPI2","TFPI2-001",-1,"q21.3",2444
"TFPT","ENSG00000105619","ENST00000391759","19",0.5503,29844,"TFPT","TFPT-003",-1,"q13.42",1205
"TFR2","ENSG00000106327","ENST00000462107","7",0.539,7036,"TFR2","TFR2-001",-1,"q22.1",3131
"TFRC","ENSG00000072274","ENST00000360110","3",0.4247,7037,"TFRC","TFRC-001",-1,"q29",5111
"TG","ENSG00000042832","ENST00000220616","8",0.459,7038,"TG","TG-001",1,"q24.22",8450
"TGDS","ENSG00000088451","ENST00000261296","13",0.3699,23483,"TGDS","TGDS-001",-1,"q32.1",1902
"TGFA","ENSG00000163235","ENST00000295400","2",0.4395,7039,"TGFA","TGFA-001",-1,"p13.3",4310
"TGFB1","ENSG00000105329","ENST00000221930","19",0.5313,7040,"TGFB1","TGFB1-001",-1,"q13.2",2769
"TGFB1I1","ENSG00000140682","ENST00000564176","16",0.6005,7041,"TGFB1I1","TGFB1I1-003",1,"p11.2",4973
"TGFB2","ENSG00000092969","ENST00000366929","1",0.4185,7042,"TGFB2","TGFB2-002",1,"q41",5053
"TGFB3","ENSG00000119699","ENST00000554980","14",0.4899,7043,"TGFB3","TGFB3-003",-1,"q24.3",2708
"TGFBI","ENSG00000120708","ENST00000515433","5",0.4898,7045,"TGFBI","TGFBI-009",1,"q31.1",4661
"TGFBR1","ENSG00000106799","ENST00000374994","9",0.3903,7046,"TGFBR1","TGFBR1-001",1,"q22.33",6516
"TGFBR2","ENSG00000163513","ENST00000295754","3",0.4081,7048,"TGFBR2","TGFBR2-001",1,"p24.1",4621
"TGFBR3","ENSG00000069702","ENST00000212355","1",0.4229,7049,"TGFBR3","TGFBR3-201",-1,"p22.1",6416
"TGFBRAP1","ENSG00000135966","ENST00000393359","2",0.441,9392,"TGFBRAP1","TGFBRAP1-001",-1,"q12.1",5979
"TGIF1","ENSG00000177426","ENST00000472042","18",0.4407,7050,"TGIF1","TGIF1-004",1,"p11.31",2214
"TGIF2","ENSG00000118707","ENST00000373874","20",0.5195,60436,"TGIF2","TGIF2-002",1,"q11.23",3432
"TGIF2-C20orf24","ENSG00000259399","ENST00000558530","20",0.4963,100527943,"TGIF2-C20orf24","TGIF2-C20orf24-001",1,"q11.23",918
"TGIF2LX","ENSG00000153779","ENST00000561129","X",0.515,90316,"TGIF2LX","TGIF2LX-002",1,"q21.31",928
"TGIF2LY","ENSG00000176679","ENST00000559055","Y",0.5095,90655,"TGIF2LY","TGIF2LY-002",1,"p11.2",927
"TGM1","ENSG00000092295","ENST00000206765","14",0.5494,7051,"TGM1","TGM1-001",-1,"q12",2777
"TGM2","ENSG00000198959","ENST00000361475","20",0.5295,7052,"TGM2","TGM2-002",-1,"q11.23",3996
"TGM3","ENSG00000125780","ENST00000381458","20",0.4792,7053,"TGM3","TGM3-001",1,"p13",2642
"TGM4","ENSG00000163810","ENST00000296125","3",0.4673,7047,"TGM4","TGM4-001",1,"p21.31",3388
"TGM5","ENSG00000104055","ENST00000220420","15",0.4629,9333,"TGM5","TGM5-001",-1,"q15.2",2767
"TGM6","ENSG00000166948","ENST00000202625","20",0.4519,343641,"TGM6","TGM6-001",1,"p13",2292
"TGM7","ENSG00000159495","ENST00000452443","15",0.4774,116179,"TGM7","TGM7-001",-1,"q15.2",2313
"TGOLN2","ENSG00000152291","ENST00000377386","2",0.4768,10618,"TGOLN2","TGOLN2-001",-1,"p11.2",6489
"TGS1","ENSG00000137574","ENST00000260129","8",0.4002,96764,"TGS1","TGS1-001",1,"q12.1",3782
"TH","ENSG00000180176","ENST00000381178","11",0.6525,7054,"TH","TH-002",-1,"p15.5",1910
"THADA","ENSG00000115970","ENST00000403856","2",0.4231,63892,"THADA","THADA-005",-1,"p21",6939
"THAP1","ENSG00000131931","ENST00000254250","8",0.4103,55145,"THAP1","THAP1-001",-1,"p11.21",2161
"THAP10","ENSG00000129028","ENST00000249861","15",0.372,56906,"THAP10","THAP10-001",-1,"q23",2399
"THAP11","ENSG00000168286","ENST00000303596","16",0.5995,57215,"THAP11","THAP11-001",1,"q22.1",1885
"THAP2","ENSG00000173451","ENST00000308086","12",0.3749,83591,"THAP2","THAP2-001",1,"q21.1",5719
"THAP3","ENSG00000041988","ENST00000377627","1",0.5677,90326,"THAP3","THAP3-008",1,"p36.31",2053
"THAP4","ENSG00000176946","ENST00000407315","2",0.4981,51078,"THAP4","THAP4-001",-1,"q37.3",2367
"THAP5","ENSG00000177683","ENST00000415914","7",0.392,168451,"THAP5","THAP5-001",-1,"q31.1",3306
"THAP6","ENSG00000174796","ENST00000311638","4",0.4052,152815,"THAP6","THAP6-001",1,"q21.1",3549
"THAP7","ENSG00000184436","ENST00000498406","22",0.622,80764,"THAP7","THAP7-005",-1,"q11.21",1957
"THAP7-AS1","ENSG00000230513","ENST00000452284","22",0.5015,439931,"THAP7-AS1","THAP7-AS1-002",1,"q11.21",2298
"THAP8","ENSG00000161277","ENST00000292894","19",0.4899,199745,"THAP8","THAP8-002",-1,"q13.12",1825
"THAP9","ENSG00000168152","ENST00000302236","4",0.3702,79725,"THAP9","THAP9-001",1,"q21.22",3808
"THBD","ENSG00000178726","ENST00000377103","20",0.5483,7056,"THBD","THBD-001",-1,"p11.21",4109
"THBS1","ENSG00000137801","ENST00000260356","15",0.4351,7057,"THBS1","THBS1-001",1,"q14",7775
"THBS2","ENSG00000186340","ENST00000366787","6",0.4953,7058,"THBS2","THBS2-001",-1,"q27",5811
"THBS3","ENSG00000169231","ENST00000368378","1",0.5529,7059,"THBS3","THBS3-001",-1,"q22",3145
"THBS4","ENSG00000113296","ENST00000350881","5",0.4204,7060,"THBS4","THBS4-001",1,"q14.1",3222
"THEG","ENSG00000105549","ENST00000342640","19",0.5456,51298,"THEG","THEG-001",-1,"p13.3",1326
"THEGL","ENSG00000249693","ENST00000512175","4",0.4067,100506564,"THEGL","THEGL-001",1,"q12",1650
"THEM4","ENSG00000159445","ENST00000483207","1",0.421,117145,"THEM4","THEM4-003",-1,"q21.3",2406
"THEM5","ENSG00000196407","ENST00000368817","1",0.5215,284486,"THEM5","THEM5-001",-1,"q21.3",984
"THEMIS","ENSG00000172673","ENST00000368250","6",0.3512,387357,"THEMIS","THEMIS-001",-1,"q22.33",4101
"THG1L","ENSG00000113272","ENST00000231198","5",0.4311,54974,"THG1L","THG1L-001",1,"q33.3",3107
"THNSL1","ENSG00000185875","ENST00000524413","10",0.376,79896,"THNSL1","THNSL1-002",1,"p12.1",3788
"THNSL2","ENSG00000144115","ENST00000324166","2",0.4801,55258,"THNSL2","THNSL2-001",1,"p11.2",3649
"THOC1","ENSG00000079134","ENST00000583228","18",0.3731,9984,"THOC1","THOC1-007",-1,"p11.32",2791
"THOC2","ENSG00000125676","ENST00000245838","X",0.3809,57187,"THOC2","THOC2-201",-1,"q25",5609
"THOC3","ENSG00000051596","ENST00000513482","5",0.4301,84321,"THOC3","THOC3-004",-1,"q35.2",1796
"THOC5","ENSG00000100296","ENST00000490103","22",0.4717,8563,"THOC5","THOC5-001",-1,"q12.2",4753
"THOC6","ENSG00000131652","ENST00000326266","16",0.5725,79228,"THOC6","THOC6-002",1,"p13.3",1419
"THOC7","ENSG00000163634","ENST00000295899","3",0.3989,80145,"THOC7","THOC7-001",-1,"p14.1",990
"THOP1","ENSG00000172009","ENST00000589087","19",0.5888,7064,"THOP1","THOP1-003",1,"p13.3",2977
"THPO","ENSG00000090534","ENST00000204615","3",0.5058,7066,"THPO","THPO-001",-1,"q27.1",1855
"THRA","ENSG00000126351","ENST00000450525","17",0.549,7067,"THRA","THRA-002",1,"q21.1",4895
"THRAP3","ENSG00000054118","ENST00000354618","1",0.4372,9967,"THRAP3","THRAP3-001",1,"p34.3",4432
"THRB","ENSG00000151090","ENST00000396671","3",0.3883,7068,"THRB","THRB-201",-1,"p24.2",7459
"THRSP","ENSG00000151365","ENST00000281030","11",0.4865,7069,"THRSP","THRSP-001",1,"q14.1",1174
"THSD1","ENSG00000136114","ENST00000349258","13",0.4372,55901,"THSD1","THSD1-002",-1,"q14.3",3186
"THSD4","ENSG00000187720","ENST00000355327","15",0.425,79875,"THSD4","THSD4-002",1,"q23",9200
"THSD7A","ENSG00000005108","ENST00000423059","7",0.3551,221981,"THSD7A","THSD7A-001",-1,"p21.3",10663
"THSD7B","ENSG00000144229","ENST00000409968","2",0.3767,80731,"THSD7B","THSD7B-001",1,"q22.1",6111
"THTPA","ENSG00000259431","ENST00000288014","14",0.5416,79178,"THTPA","THTPA-001",1,"q11.2",2860
"THUMPD1","ENSG00000066654","ENST00000381337","16",0.4176,55623,"THUMPD1","THUMPD1-001",-1,"p12.3",4122
"THUMPD2","ENSG00000138050","ENST00000460072","2",0.366,80745,"THUMPD2","THUMPD2-004",-1,"p22.1",3148
"THUMPD3","ENSG00000134077","ENST00000345094","3",0.4009,25917,"THUMPD3","THUMPD3-001",1,"p25.3",3961
"THY1","ENSG00000154096","ENST00000284240","11",0.558,7070,"THY1","THY1-001",-1,"q23.3",3554
"THYN1","ENSG00000151500","ENST00000341541","11",0.4395,29087,"THYN1","THYN1-002",-1,"q25",1299
"TIA1","ENSG00000116001","ENST00000433529","2",0.3967,7072,"TIA1","TIA1-001",-1,"p13.3",4647
"TIAF1","ENSG00000221995","ENST00000359450","17",0.5457,9220,"TIAF1","TIAF1-001",-1,"q11.2",5337
"TIAL1","ENSG00000151923","ENST00000497671","10",0.3801,7073,"TIAL1","TIAL1-007",-1,"q26.11",2321
"TIAM1","ENSG00000156299","ENST00000286827","21",0.4386,7074,"TIAM1","TIAM1-001",-1,"q22.11",7200
"TIAM2","ENSG00000146426","ENST00000461783","6",0.4349,26230,"TIAM2","TIAM2-005",1,"q25.2",6981
"TICAM1","ENSG00000127666","ENST00000248244","19",0.5243,148022,"TICAM1","TICAM1-001",-1,"p13.3",2676
"TICAM2","ENSG00000243414","ENST00000408996","5",0.3743,100302736,"TICAM2","TICAM2-201",-1,"q22.3",3509
"TIE1","ENSG00000066056","ENST00000372476","1",0.5459,7075,"TIE1","TIE1-001",1,"p34.2",3882
"TIFA","ENSG00000145365","ENST00000361717","4",0.4042,92610,"TIFA","TIFA-001",-1,"q25",4157
"TIFAB","ENSG00000255833","ENST00000537858","5",0.5309,497189,"TIFAB","TIFAB-001",-1,"q31.1",5923
"TIGD1","ENSG00000221944","ENST00000408957","2",0.4338,200765,"TIGD1","TIGD1-001",-1,"q37.1",2448
"TIGD2","ENSG00000180346","ENST00000317005","4",0.3841,166815,"TIGD2","TIGD2-001",1,"q22.1",2083
"TIGD3","ENSG00000173825","ENST00000309880","11",0.6344,220359,"TIGD3","TIGD3-001",1,"q13.1",2012
"TIGD4","ENSG00000169989","ENST00000304337","4",0.3834,201798,"TIGD4","TIGD4-001",-1,"q31.3",2472
"TIGD5","ENSG00000179886","ENST00000504548","8",0.7007,84948,"TIGD5","TIGD5-001",1,"q24.3",2412
"TIGD6","ENSG00000164296","ENST00000296736","5",0.4604,81789,"TIGD6","TIGD6-001",-1,"q32",4006
"TIGD7","ENSG00000140993","ENST00000396862","16",0.4407,91151,"TIGD7","TIGD7-001",-1,"p13.3",3612
"TIGIT","ENSG00000181847","ENST00000481065","3",0.4184,201633,"TIGIT","TIGIT-001",1,"q13.31",3710
"TIMD4","ENSG00000145850","ENST00000274532","5",0.4263,91937,"TIMD4","TIMD4-001",-1,"q33.3",1369
"TIMELESS","ENSG00000111602","ENST00000229201","12",0.466,8914,"TIMELESS","TIMELESS-002",-1,"q13.3",4376
"TIMM10","ENSG00000134809","ENST00000257245","11",0.4801,26519,"TIMM10","TIMM10-001",-1,"q12.1",680
"TIMM13","ENSG00000099800","ENST00000215570","19",0.6499,26517,"TIMM13","TIMM13-001",-1,"p13.3",1973
"TIMM17A","ENSG00000134375","ENST00000482943","1",0.4232,10440,"TIMM17A","TIMM17A-002",1,"q32.1",2523
"TIMM17B","ENSG00000126768","ENST00000466995","X",0.5293,10245,"TIMM17B","TIMM17B-003",-1,"p11.23",1528
"TIMM21","ENSG00000075336","ENST00000580087","18",0.4243,29090,"TIMM21","TIMM21-002",1,"q22.3",2524
"TIMM22","ENSG00000177370","ENST00000327158","17",0.4868,29928,"TIMM22","TIMM22-001",1,"p13.3",3194
"TIMM23","ENSG00000138297","ENST00000485812","10",0.4011,100652748,"TIMM23","TIMM23-006",-1,"q11.23",1682
"TIMM44","ENSG00000104980","ENST00000599939","19",0.5641,10469,"TIMM44","TIMM44-004",-1,"p13.2",2227
"TIMM50","ENSG00000105197","ENST00000595961","19",0.5309,92609,"TIMM50","TIMM50-003",1,"q13.2",2576
"TIMM8A","ENSG00000126953","ENST00000372902","X",0.4587,1678,"TIMM8A","TIMM8A-001",-1,"q22.1",1664
"TIMM8B","ENSG00000150779","ENST00000509359","11",0.4622,26521,"TIMM8B","TIMM8B-002",-1,"q23.1",1155
"TIMM9","ENSG00000100575","ENST00000395159","14",0.4088,26520,"TIMM9","TIMM9-001",-1,"q23.1",1336
"TIMMDC1","ENSG00000113845","ENST00000494664","3",0.3848,51300,"TIMMDC1","TIMMDC1-001",1,"q13.33",2394
"TIMP1","ENSG00000102265","ENST00000377018","X",0.5367,7076,"TIMP1","TIMP1-201",1,"p11.23",1415
"TIMP2","ENSG00000035862","ENST00000262768","17",0.526,7077,"TIMP2","TIMP2-001",-1,"q25.3",3652
"TIMP3","ENSG00000100234","ENST00000266085","22",0.4717,7078,"TIMP3","TIMP3-001",1,"q12.3",4603
"TIMP4","ENSG00000157150","ENST00000287814","3",0.4898,7079,"TIMP4","TIMP4-001",-1,"p25.2",1650
"TINAG","ENSG00000137251","ENST00000259782","6",0.3478,27283,"TINAG","TINAG-001",1,"p12.1",1754
"TINAGL1","ENSG00000142910","ENST00000481165","1",0.5546,64129,"TINAGL1","TINAGL1-002",1,"p35.2",4759
"TINF2","ENSG00000092330","ENST00000399423","14",0.533,26277,"TINF2","TINF2-002",-1,"q12",2168
"TIPARP","ENSG00000163659","ENST00000461166","3",0.3827,25976,"TIPARP","TIPARP-003",1,"q25.31",4181
"TIPARP-AS1","ENSG00000243926","ENST00000463449","3",0.4354,NA,"TIPARP-AS1","TIPARP-AS1-002",-1,"q25.31",735
"TIPIN","ENSG00000075131","ENST00000261881","15",0.4405,54962,"TIPIN","TIPIN-001",-1,"q22.31",1744
"TIPRL","ENSG00000143155","ENST00000367833","1",0.3904,261726,"TIPRL","TIPRL-001",1,"q24.2",1630
"TIRAP","ENSG00000150455","ENST00000479770","11",0.4641,114609,"TIRAP","TIRAP-008",1,"q24.2",2245
"TJAP1","ENSG00000137221","ENST00000483640","6",0.5117,93643,"TJAP1","TJAP1-001",1,"p21.1",3468
"TJP1","ENSG00000104067","ENST00000346128","15",0.4021,7082,"TJP1","TJP1-001",-1,"q13.1",7950
